time_s,sample_A_K,rad_shield_B_K,arm_C_K,ccr_D_K
599.811,67.617200,48.190100,49.843400,53.482900
600.850,68.073700,48.377800,50.152000,53.815100
601.882,68.570700,48.583100,50.428900,54.113900
602.903,69.019500,48.767500,50.702500,54.410700
603.944,69.459400,48.952200,50.973900,54.732900
604.967,69.939900,49.149300,51.269200,55.023800
605.991,70.374100,49.324900,51.536300,55.312900
607.016,70.805200,49.500900,51.800400,55.599300
608.055,71.275100,49.691800,52.088000,55.911000
609.080,71.700500,49.864800,52.349800,56.193000
610.103,72.122400,50.035300,52.605500,56.471200
611.146,72.542300,50.204400,52.861100,56.771400
612.167,73.001300,50.391900,53.139800,57.041900
613.192,73.415700,50.561200,53.391700,57.311000
614.213,73.823200,50.727500,53.643900,57.578200
615.252,74.227300,50.892800,53.914900,57.870000
616.286,74.669500,51.072500,54.161000,58.132900
617.308,75.068800,51.235800,54.404900,58.395100
618.348,75.466100,51.398200,54.672900,58.681300
619.367,75.901600,51.576900,54.914400,58.940600
620.404,76.294100,51.736900,55.153500,59.197800
621.444,76.685500,51.895300,55.391900,59.454000
622.471,77.113400,52.071200,55.653400,59.734600
623.502,77.500500,52.227200,55.889200,59.987800
624.540,77.886000,52.384500,56.122600,60.239400
625.579,78.305000,52.556300,56.378900,60.515000
626.607,78.682000,52.710300,56.606800,60.764300
627.650,79.057400,52.878900,56.856500,61.036800
628.679,79.468300,53.029500,57.081900,61.283500
629.703,79.840200,53.181200,57.306100,61.529000
630.752,80.210900,53.348100,57.551600,61.797400
631.787,80.616600,53.498400,57.771900,62.041100
632.840,80.983900,53.647400,57.992700,62.283600
633.873,81.386800,53.813200,58.233700,62.548400
634.897,81.750300,53.961900,58.451800,62.788700
635.921,82.113000,54.108900,58.669900,63.027700
636.960,82.510800,54.271600,58.908400,63.286000
637.993,82.866500,54.415100,59.124000,63.519600
639.020,83.220500,54.559700,59.339500,63.752800
640.058,83.608000,54.720200,59.573700,64.007500
641.093,83.959500,54.863800,59.786700,64.238000
642.144,84.310300,55.009100,59.998200,64.468200
643.167,84.693900,55.164800,60.231400,64.720000
644.196,85.042100,55.307800,60.440700,64.948800
645.222,85.388700,55.450200,60.652200,65.177000
646.255,85.768600,55.603300,60.882000,65.426600
647.276,86.112500,55.743900,61.090300,65.652800
648.303,86.455500,55.883400,61.297800,65.878800
649.343,86.797500,56.022800,61.504300,66.103800
650.370,87.170100,56.175100,61.731300,66.349400
651.394,87.505000,56.312600,61.936100,66.573300
652.442,87.838800,56.450800,62.141000,66.796200
653.478,88.204800,56.598200,62.365500,67.040500
654.509,88.536600,56.731400,62.568400,67.262400
655.547,88.867200,56.865200,62.771300,67.483500
656.575,89.230200,57.013900,62.994200,67.726200
657.592,89.559200,57.146400,63.193100,67.946000
658.609,89.886700,57.278700,63.389200,68.165700
659.642,90.213600,57.412600,63.587200,68.384200
660.718,90.573000,57.556700,63.805200,68.625200
661.761,90.930700,57.702000,64.021500,68.865700
662.780,91.254000,57.832900,64.218100,69.080500
663.801,91.576700,57.964400,64.412800,69.293000
664.844,91.895700,58.095500,64.609200,69.505400
665.862,92.244800,58.241200,64.822400,69.738800
666.878,92.561200,58.370600,65.017000,69.950400
667.896,92.877400,58.500800,65.210800,70.161200
668.917,93.192600,58.629000,65.406200,70.371700
669.959,93.538100,58.773100,65.617800,70.602600
670.980,93.851700,58.901400,65.810800,70.812000
671.999,94.164800,59.031400,66.002800,71.021200
673.015,94.476600,59.160600,66.195000,71.230300
674.047,94.787400,59.286700,66.385600,71.438300
675.071,95.128700,59.430600,66.596800,71.667600
676.097,95.438900,59.561000,66.788800,71.875600
677.121,95.747700,59.687400,66.981000,72.082700
678.159,96.085800,59.827000,67.189800,72.310300
679.182,96.389600,59.954600,67.379800,72.517000
680.199,96.693600,60.083700,67.569800,72.723200
681.215,96.996700,60.212700,67.760900,72.929600
682.250,97.299400,60.339900,67.950900,73.155900
683.267,97.630400,60.481200,68.161000,73.360200
684.290,97.930900,60.608400,68.349800,73.564600
685.318,98.231300,60.735100,68.540500,73.769100
686.352,98.530100,60.863000,68.729000,73.993700
687.370,98.858800,61.004000,68.936200,74.197900
688.396,99.157500,61.132800,69.122500,74.401800
689.421,99.455500,61.260800,69.308400,74.605700
690.457,99.752300,61.389100,69.513600,74.829100
691.483,100.078000,61.529000,69.698200,75.031600
692.509,100.373000,61.657200,69.883900,75.229700
693.556,100.669000,61.786700,70.088600,75.448400
694.578,100.993000,61.928100,70.273100,75.646600
695.610,101.287000,62.057200,70.457700,75.844200
696.654,101.579000,62.184100,70.663000,76.061700
697.672,101.895000,62.324300,70.848600,76.259400
698.694,102.182000,62.455600,71.034000,76.456400
699.711,102.469000,62.585100,71.219000,76.653200
700.816,102.783000,62.728100,71.420700,76.869800
701.855,103.069000,62.856300,71.625800,77.086300
702.873,103.383000,62.997700,71.810700,77.282300
703.890,103.667000,63.125200,71.994700,77.478200
704.907,103.951000,63.254000,72.180400,77.674100
705.927,104.233000,63.381500,72.365600,77.869400
706.967,104.544000,63.521700,72.570200,78.084100
707.994,104.828000,63.649600,72.754700,78.279600
709.024,105.109000,63.777100,72.940700,78.474900
710.058,105.391000,63.917600,73.143800,78.688700
711.080,105.699000,64.046800,73.329600,78.883200
712.099,105.980000,64.175900,73.514500,79.077800
713.126,106.260000,64.303300,73.699500,79.272000
714.158,106.539000,64.445500,73.903000,79.486300
715.182,106.846000,64.575500,74.089500,79.679600
716.200,107.124000,64.704200,74.273800,79.873700
717.227,107.402000,64.832800,74.460000,80.067300
718.262,107.707000,64.977600,74.663100,80.279700
719.285,107.984000,65.107400,74.849800,80.473000
720.301,108.261000,65.238300,75.034000,80.665900
721.329,108.536000,65.368100,75.215500,80.858500
722.367,108.835000,65.510600,75.416700,81.069600
723.397,109.106000,65.639400,75.597600,81.258700
724.417,109.376000,65.769400,75.779600,81.447600
725.463,109.673000,65.911400,75.979800,81.655700
726.480,109.943000,66.040400,76.161800,81.844300
727.503,110.212000,66.169100,76.341800,82.033000
728.531,110.481000,66.300200,76.522300,82.221100
729.567,110.776000,66.440100,76.722100,82.428600
730.599,111.044000,66.565900,76.902800,82.616700
731.616,111.311000,66.693800,77.082700,82.804800
732.654,111.578000,66.818700,77.262800,82.993200
733.675,111.872000,66.956800,77.460800,83.199500
734.704,112.138000,67.080700,77.639800,83.387400
735.752,112.404000,67.203400,77.818400,83.574800
736.782,112.696000,67.337700,78.015200,83.781800
737.804,112.962000,67.459800,78.191700,83.969600
738.850,113.226000,67.580300,78.370200,84.157600
739.874,113.517000,67.711700,78.563400,84.362900
740.977,113.808000,67.843200,78.756500,84.568800
742.007,114.071000,67.962900,78.933700,84.755800
743.052,114.334000,68.081700,79.107800,84.943700
744.075,114.624000,68.212200,79.299600,85.149200
745.101,114.886000,68.332000,79.474500,85.335800
746.120,115.148000,68.449600,79.649600,85.522500
747.154,115.410000,68.569600,79.824000,85.709000
748.170,115.694000,68.697900,80.013300,85.914500
749.189,115.951000,68.816900,80.188800,86.100400
750.217,116.208000,68.934300,80.361100,86.287300
751.255,116.464000,69.049800,80.533800,86.473900
752.271,116.745000,69.180100,80.723800,86.678600
753.296,117.000000,69.296000,80.896200,86.864800
754.323,117.255000,69.413800,81.067100,87.049600
755.358,117.510000,69.528300,81.237700,87.250000
756.380,117.790000,69.657900,81.425000,87.432800
757.409,118.044000,69.775600,81.594600,87.614700
758.453,118.298000,69.893900,81.763300,87.796900
759.478,118.576000,70.022500,81.948900,87.996700
760.503,118.830000,70.140400,82.119700,88.178900
761.529,119.083000,70.260700,82.290200,88.361000
762.571,119.361000,70.391800,82.474600,88.561100
763.599,119.613000,70.510300,82.646500,88.742900
764.628,119.864000,70.630000,82.816100,88.924700
765.670,120.141000,70.761100,83.003000,89.123700
766.696,120.392000,70.881100,83.171500,89.305200
767.719,120.643000,71.000100,83.341700,89.486400
768.766,120.894000,71.119900,83.528400,89.685900
769.794,121.169000,71.250100,83.700100,89.867100
770.824,121.419000,71.368400,83.870100,90.047900
771.869,121.669000,71.497100,84.056300,90.247200
772.901,121.943000,71.612800,84.226700,90.429000
773.922,122.192000,71.726600,84.396700,90.609800
774.964,122.441000,71.838700,84.582400,90.809300
776.112,122.739000,71.969100,84.770200,91.009500
777.134,122.988000,72.079700,84.936700,91.190700
778.174,123.257000,72.198000,85.119000,91.389900
779.197,123.501000,72.306200,85.287400,91.570800
780.213,123.745000,72.415100,85.453700,91.751800
781.231,123.989000,72.521100,85.619600,91.932700
782.263,124.232000,72.625900,85.800600,92.132200
783.288,124.500000,72.742900,85.965200,92.313100
784.314,124.743000,72.845500,86.129800,92.494400
785.335,124.985000,72.948800,86.293900,92.675200
786.369,125.252000,73.064200,86.473100,92.874400
787.390,125.494000,73.163800,86.635300,93.055200
788.413,125.737000,73.267800,86.800300,93.236100
789.434,125.978000,73.369200,86.962000,93.417300
790.467,126.220000,73.480300,87.136100,93.614200
791.492,126.485000,73.580000,87.294600,93.791800
792.525,126.726000,73.681300,87.453500,93.969600
793.576,126.991000,73.790900,87.628500,94.164900
794.609,127.231000,73.889600,87.784900,94.341600
795.659,127.471000,73.985600,87.943400,94.518100
796.690,127.735000,74.095500,88.115600,94.714100
797.724,127.975000,74.194600,88.272900,94.891500
798.776,128.239000,74.302500,88.445200,95.086600
799.800,128.478000,74.398400,88.601800,95.264300
800.828,128.717000,74.496400,88.759400,95.442900
801.875,128.980000,74.602100,88.931000,95.637700
802.911,129.219000,74.698500,89.087300,95.815000
803.961,129.457000,74.794100,89.241800,95.991800
804.992,129.719000,74.899500,89.413400,96.186600
806.009,129.957000,74.996100,89.570500,96.364200
807.056,130.195000,75.088700,89.726900,96.541600
808.073,130.456000,75.192300,89.898100,96.736800
809.100,130.691000,75.284600,90.053400,96.913700
810.126,130.925000,75.377900,90.207700,97.091300
811.268,131.182000,75.489000,90.393700,97.303500
812.290,131.438000,75.580300,90.547300,97.480100
813.315,131.671000,75.673500,90.702100,97.657300
814.358,131.903000,75.766200,90.857700,97.834700
815.375,132.159000,75.866300,91.029200,98.029800
816.393,132.392000,75.958100,91.183000,98.207400
817.411,132.624000,76.050600,91.338200,98.384300
818.434,132.856000,76.141400,91.493200,98.561800
819.478,133.111000,76.243800,91.663000,98.756200
820.504,133.343000,76.334500,91.818600,98.933600
821.532,133.574000,76.421800,91.973800,99.108900
822.575,133.828000,76.522900,92.143000,99.304800
823.601,134.059000,76.615400,92.297500,99.481900
824.630,134.290000,76.706200,92.452600,99.659600
825.666,134.521000,76.795900,92.621400,99.853600
826.691,134.774000,76.895100,92.773900,100.031000
827.718,135.004000,76.986200,92.930200,100.207000
828.769,135.233000,77.076000,93.086000,100.402000
829.803,135.487000,77.175500,93.255600,100.578000
830.831,135.716000,77.266700,93.410800,100.752000
831.876,135.946000,77.365800,93.578800,100.943000
832.899,136.198000,77.455000,93.731400,101.115000
833.922,136.426000,77.543000,93.883000,101.288000
834.970,136.655000,77.634500,94.048200,101.479000
835.997,136.906000,77.732900,94.200200,101.652000
837.014,137.135000,77.823200,94.351600,101.825000
838.038,137.362000,77.913700,94.501600,101.998000
839.074,137.613000,78.011900,94.669600,102.189000
840.104,137.841000,78.100000,94.823100,102.362000
841.122,138.068000,78.188000,94.975800,102.536000
842.140,138.296000,78.277800,95.126000,102.708000
843.180,138.545000,78.375100,95.290400,102.898000
844.202,138.769000,78.463400,95.444000,103.072000
845.233,138.993000,78.553200,95.594800,103.245000
846.381,139.261000,78.658600,95.779500,103.453000
847.404,139.485000,78.749100,95.930400,103.626000
848.426,139.708000,78.837000,96.082800,103.800000
849.467,139.931000,78.925600,96.249500,103.990000
850.487,140.176000,79.021600,96.402700,104.163000
851.519,140.399000,79.110700,96.552600,104.336000
852.537,140.621000,79.199200,96.705300,104.509000
853.570,140.843000,79.287700,96.872400,104.700000
854.598,141.087000,79.383600,97.024700,104.873000
855.620,141.309000,79.473800,97.176300,105.046000
856.666,141.531000,79.560600,97.329900,105.219000
857.690,141.775000,79.657400,97.495300,105.410000
858.712,141.996000,79.745200,97.648100,105.583000
859.740,142.218000,79.832500,97.800400,105.756000
860.779,142.439000,79.930000,97.968300,105.947000
861.808,142.681000,80.018600,98.118700,106.120000
862.828,142.902000,80.106200,98.270500,106.293000
863.875,143.123000,80.202700,98.437100,106.483000
864.899,143.365000,80.289700,98.589600,106.657000
865.928,143.585000,80.377600,98.741100,106.830000
866.968,143.805000,80.463400,98.893500,107.003000
867.991,144.046000,80.559900,99.060800,107.193000
869.013,144.266000,80.648100,99.214500,107.366000
870.044,144.486000,80.732200,99.366100,107.539000
871.082,144.727000,80.828300,99.533100,107.730000
872.106,144.946000,80.916300,99.685400,107.903000
873.131,145.166000,81.003100,99.837900,108.076000
874.172,145.385000,81.088600,99.991500,108.267000
875.200,145.625000,81.183200,100.159000,108.441000
876.224,145.844000,81.268200,100.312000,108.614000
877.243,146.063000,81.353000,100.463000,108.787000
878.282,146.302000,81.447400,100.629000,108.978000
879.318,146.521000,81.532300,100.777000,109.148000
880.368,146.738000,81.616200,100.926000,109.317000
881.489,147.000000,81.719300,101.106000,109.522000
882.512,147.214000,81.802900,101.257000,109.692000
883.535,147.429000,81.888900,101.406000,109.861000
884.583,147.665000,81.982200,101.569000,110.048000
885.615,147.879000,82.066200,101.719000,110.217000
886.640,148.094000,82.150200,101.868000,110.387000
887.681,148.329000,82.242700,102.032000,110.574000
888.701,148.543000,82.327600,102.184000,110.744000
889.728,148.757000,82.412300,102.332000,110.914000
890.771,148.971000,82.496600,102.482000,111.083000
891.805,149.205000,82.588400,102.648000,111.270000
892.839,149.419000,82.672900,102.797000,111.440000
893.882,149.654000,82.766000,102.962000,111.627000
894.916,149.866000,82.850100,103.111000,111.797000
895.937,150.079000,82.934500,103.261000,111.966000
896.980,150.292000,83.026500,103.424000,112.154000
898.008,150.526000,83.110500,103.575000,112.323000
899.041,150.738000,83.193900,103.725000,112.493000
900.080,150.972000,83.286800,103.890000,112.680000
901.107,151.184000,83.371100,104.040000,112.850000
902.131,151.396000,83.453300,104.189000,113.020000
903.175,151.607000,83.537100,104.338000,113.206000
904.205,151.841000,83.630100,104.504000,113.377000
905.241,152.052000,83.714500,104.654000,113.547000
906.279,152.285000,83.805800,104.819000,113.733000
907.303,152.496000,83.889100,104.969000,113.903000
908.328,152.707000,83.972600,105.119000,114.073000
909.374,152.917000,84.055200,105.270000,114.260000
910.395,153.150000,84.145800,105.434000,114.430000
911.417,153.361000,84.229800,105.585000,114.601000
912.445,153.572000,84.313700,105.735000,114.771000
913.485,153.803000,84.404300,105.900000,114.957000
914.516,154.014000,84.488300,106.050000,115.127000
915.539,154.224000,84.570000,106.201000,115.297000
916.629,154.455000,84.663200,106.367000,115.484000
917.680,154.665000,84.745000,106.533000,115.671000
918.714,154.896000,84.835500,106.682000,115.841000
919.745,155.106000,84.919600,106.832000,116.011000
920.787,155.336000,85.009100,106.997000,116.199000
921.809,155.545000,85.093100,107.149000,116.369000
922.837,155.754000,85.174400,107.299000,116.539000
923.881,155.964000,85.257900,107.464000,116.726000
924.905,156.193000,85.348600,107.614000,116.896000
925.934,156.402000,85.430300,107.765000,117.066000
926.980,156.610000,85.513800,107.932000,117.254000
928.010,156.836000,85.605300,108.083000,117.424000
929.034,157.042000,85.686800,108.233000,117.594000
930.083,157.247000,85.776700,108.398000,117.781000
931.107,157.474000,85.858700,108.549000,117.951000
932.134,157.679000,85.941500,108.699000,118.119000
933.185,157.884000,86.031500,108.864000,118.303000
934.212,158.110000,86.113500,109.015000,118.469000
935.236,158.315000,86.195100,109.165000,118.637000
936.274,158.520000,86.276600,109.313000,118.820000
937.303,158.746000,86.365500,109.475000,118.987000
938.329,158.950000,86.450200,109.623000,119.155000
939.375,159.155000,86.531500,109.770000,119.322000
940.399,159.380000,86.622200,109.933000,119.506000
941.426,159.584000,86.702700,110.081000,119.673000
942.452,159.788000,86.785200,110.229000,119.840000
943.487,160.013000,86.874700,110.391000,120.023000
944.518,160.217000,86.955500,110.538000,120.190000
945.551,160.421000,87.038500,110.686000,120.357000
946.587,160.644000,87.125300,110.850000,120.541000
947.621,160.848000,87.203900,110.998000,120.707000
948.646,161.051000,87.284100,111.147000,120.875000
949.684,161.276000,87.372700,111.310000,121.059000
950.707,161.478000,87.452700,111.458000,121.227000
951.734,161.682000,87.532500,111.606000,121.394000
952.772,161.885000,87.611800,111.754000,121.561000
953.807,162.108000,87.699900,111.917000,121.745000
954.841,162.311000,87.780400,112.065000,121.912000
955.887,162.534000,87.867000,112.227000,122.096000
956.921,162.736000,87.946600,112.377000,122.263000
957.947,162.939000,88.027100,112.526000,122.431000
958.991,163.162000,88.112900,112.689000,122.615000
960.024,163.364000,88.193300,112.839000,122.782000
961.046,163.566000,88.272900,112.987000,122.950000
962.091,163.788000,88.359400,113.150000,123.133000
963.127,163.990000,88.438700,113.298000,123.301000
964.177,164.192000,88.518500,113.446000,123.468000
965.215,164.414000,88.606700,113.610000,123.652000
966.239,164.615000,88.685600,113.759000,123.820000
967.277,164.817000,88.764200,113.908000,123.987000
968.309,165.038000,88.850600,114.070000,124.171000
969.344,165.240000,88.928400,114.219000,124.339000
970.379,165.441000,89.009800,114.368000,124.523000
971.399,165.662000,89.095800,114.533000,124.690000
972.427,165.863000,89.175400,114.682000,124.858000
973.453,166.064000,89.253800,114.830000,125.025000
974.492,166.284000,89.341200,114.993000,125.210000
975.513,166.485000,89.419600,115.143000,125.377000
976.535,166.683000,89.498400,115.292000,125.544000
977.583,166.881000,89.577600,115.441000,125.729000
978.609,167.099000,89.662900,115.604000,125.895000
979.637,167.297000,89.742800,115.753000,126.063000
